account_id,r,rd
70256155,1208.9005969235986,203.8235413184986
367988577,1557.2879057929576,306.755693377678
1140866451,1425.2359226524038,199.35130474109383
862966435,1216.5725808279026,278.6645528322041
141543406,1243.8185771347237,264.42156199000914
195072449,1408.5494324526007,187.01096976976442
399395714,1153.3275538726323,247.24404912767756
133372681,1243.8185771347237,264.42156199000914
189155591,1208.720768093315,311.6665152931244
307331749,1297.3880780390173,196.76768145330269
1000681260,1701.306271956214,116.2491515010213
1868210186,1338.2882057269665,115.56743335300474
105045291,2143.015869700314,110.63221269652766
1136465061,1436.2456859377153,112.05979795959541
1712916118,1516.6235006124862,76.2494589202452
331347492,1612.7387703544737,170.76502237249446
241884166,2008.0019367702957,114.07885287777312
91730177,1932.1411772023396,101.00932650983638
50580004,1579.1496331327476,183.73155141246718
917067055,1669.5965461169574,87.6716650698494
81475303,1619.8172061581176,131.23412734793234
160119017,1998.2134056048094,113.42686464066514
154974246,1998.2134056048094,113.42686464066514
191362875,1998.2134056048094,113.42686464066514
90423751,1998.2134056048094,113.42686464066514
856427829,1540.4366592920915,68.2291816784446
135494427,1408.8727506722053,217.74318019143067
96769357,1408.8727506722053,217.74318019143067
1476548910,1408.8727506722053,217.74318019143067
1905831521,1408.8727506722053,217.74318019143067
1509384811,1408.8727506722053,217.74318019143067
88075140,1181.0265216999228,221.97902850400567
214895470,1181.0265216999228,221.97902850400567
1661737313,1181.0265216999228,221.97902850400567
236701495,1181.0265216999228,221.97902850400567
1106002259,1181.0265216999228,221.97902850400567
171262902,2532.447088186915,155.59267492526092
312436974,2532.447088186915,155.59267492526092
195108598,2528.8386916682985,107.61547383894664
417235485,1832.4788070981242,118.04982102938855
93817671,2532.447088186915,155.59267492526092
283494184,1334.1282130723503,299.9178476330147
173539244,1778.6803204225782,142.35447360824725
123787715,1780.6893102467577,125.65728357053582
1092557725,1630.493049023097,95.49684658496108
93526520,1840.6820934497605,102.45886708569051
112543878,1279.796073325386,260.3687637580743
112254782,1279.796073325386,260.3687637580743
98681606,1279.796073325386,260.3687637580743
134859800,1279.796073325386,260.3687637580743
56634371,1279.796073325386,260.3687637580743
1122861375,1491.8335326653876,223.9425251647753
121924781,1491.8335326653876,223.9425251647753
96294331,1491.8335326653876,223.9425251647753
906749590,1491.8335326653876,223.9425251647753
127799714,1491.8335326653876,223.9425251647753
1291449666,1505.6199142877242,71.35890984188039
342543282,1645.9433803013585,260.879620864218
1604059932,1645.9433803013585,260.879620864218
321246600,1645.9433803013585,260.879620864218
473436093,1645.9433803013585,260.879620864218
132359188,1645.9433803013585,260.879620864218
128853580,1720.1945364402739,260.34821065412353
1769771941,1720.1945364402739,260.34821065412353
96459300,1720.1945364402739,260.34821065412353
134548174,1720.1945364402739,260.34821065412353
57281637,1720.1945364402739,260.34821065412353
1007375497,1620.8725985904673,217.66633495935918
73308257,1620.8725985904673,217.66633495935918
1722693031,1279.8054635597261,260.34821065412353
1253027494,1620.8725985904673,217.66633495935918
